paper_id,query_seed,title,year,venue,author0,doi,url,score,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions
1086,embodied intelligence invariance,Biomechatronics for Embodied Intelligence of an Insectoid Robot,2011,Lecture Notes in Computer Science,Axel Schneider,10.1007/978-3-642-25489-5_1,https://doi.org/10.1007/978-3-642-25489-5_1,4,,,,,,,
1087,robot foundation model manipulation,Effects of the Interfaces on Robot Manipulation.,2011,The Japanese journal of ergonomics,Ray Hatatsu,10.5100/jje.33.supplement_268,https://doi.org/10.5100/jje.33.supplement_268,4,,,,,,,
1088,robot foundation model manipulation,Human-Robot Cooperative Manipulation with Motion Estimation Using Minimum-Jerk Model.,2011,TRANSACTIONS OF THE JAPAN SOCIETY OF MECHANICAL ENGINEERS Series C,Yusuke MAEDA,10.1299/kikaic.68.3367,https://doi.org/10.1299/kikaic.68.3367,4,,,,,,,
1089,robot world model,Identification of robot model parameters,2011,Advances in Industrial Control,Krzysztof Kozlowski,10.1007/978-1-4471-0429-2_4,https://doi.org/10.1007/978-1-4471-0429-2_4,4,,,,,,,
1090,robot state estimation learning,Incremental learning for ego noise estimation of a robot,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,Gokhan Ince,10.1109/iros.2011.6048071,https://doi.org/10.1109/iros.2011.6048071,4,,,,,,,
1091,robot state estimation learning,Incremental learning for ego noise estimation of a robot,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,G. Ince,10.1109/iros.2011.6094425,https://doi.org/10.1109/iros.2011.6094425,4,,,,,,,
1092,robot dynamics learning,Incremental learning of robot dynamics using random features,2011,2011 IEEE International Conference on Robotics and Automation,Arjan Gijsberts,10.1109/icra.2011.5980191,https://doi.org/10.1109/icra.2011.5980191,4,,,,,,,
1093,robot world model,Learning Concepts in a Complex Robot World,2011,The Kluwer International Series in Engineering and Computer Science,Claude Sammut,10.1007/978-1-4613-2279-5_58,https://doi.org/10.1007/978-1-4613-2279-5_58,4,,,,,,,
1094,robot representation learning,Lifelong Robot Learning,2011,The Biology and Technology of Intelligent Autonomous Agents,Sebastian Thrun,10.1007/978-3-642-79629-6_7,https://doi.org/10.1007/978-3-642-79629-6_7,4,,,,,,,
1095,robot 3D perception,Mobile Robot Perception Using Vertical Line Stereo,2011,Springer Series in Perception Engineering,James L. Crowley,10.1007/978-1-4612-2778-6_15,https://doi.org/10.1007/978-1-4612-2778-6_15,4,,,,,,,
1096,robot representation learning,Multi-robot SLAM using M-Space feature representation,2011,49th IEEE Conference on Decision and Control (CDC),Daniele Benedettelli,10.1109/cdc.2010.5716942,https://doi.org/10.1109/cdc.2010.5716942,4,,,,,,,
1097,robot 3D perception,Neural Network Perception for Mobile Robot Guidance,2011,,Dean A. Pomerleau,10.1007/978-1-4615-3192-0,https://doi.org/10.1007/978-1-4615-3192-0,4,,,,,,,
1098,robot dynamics learning,On Learning Robot Behaviors.,2011,TRANSACTIONS OF THE JAPAN SOCIETY OF MECHANICAL ENGINEERS Series C,Minoru ASADA,10.1299/kikaic.62.3746,https://doi.org/10.1299/kikaic.62.3746,4,,,,,,,
1099,robot 3D perception,Perception for a river mapping robot,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,Andrew Chambers,10.1109/iros.2011.6095040,https://doi.org/10.1109/iros.2011.6095040,4,,,,,,,
1100,robot 3D perception,Perception for a river mapping robot,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,A. Chambers,10.1109/iros.2011.6048799,https://doi.org/10.1109/iros.2011.6048799,4,,,,,,,
1101,robot planning learning,ROBOT PATH PLANNING,2011,World Scientific Series in Robotics and Intelligent Systems,,10.1142/9789814360135_0006,https://doi.org/10.1142/9789814360135_0006,4,,,,,,,
1102,robot representation learning,Robot Learning,2011,,,10.1007/978-1-4615-3184-5,https://doi.org/10.1007/978-1-4615-3184-5,4,,,,,,,
1103,robot foundation model manipulation,Robot Manipulation of Deformable Objects,2011,Advanced Manufacturing,,10.1007/978-1-4471-0749-1,https://doi.org/10.1007/978-1-4471-0749-1,4,,,,,,,
1104,robot representation learning,Robot Manipulator Path Control Based on P Representation,2011,"Transactions of the Institute of Systems, Control and Information Engineers",Shou yu WANG,10.5687/iscie.5.443,https://doi.org/10.5687/iscie.5.443,4,,,,,,,
1105,robot planning learning,Robot Motion Planning,2011,,Jean-Claude Latombe,10.1007/978-1-4615-4022-9,https://doi.org/10.1007/978-1-4615-4022-9,4,,,,,,,
1106,robot planning learning,Robot Path Planning,2011,Electrical Engineering Handbook,Raymond Jarvis,10.1201/b10605-44,https://doi.org/10.1201/b10605-44,4,,,,,,,
1107,robot 3D perception,Robot Perception Systems: Some Design Issues,2011,Real-Time Object Measurement and Classification,B. Zavidovique,10.1007/978-3-642-83325-0_6,https://doi.org/10.1007/978-3-642-83325-0_6,4,,,,,,,
1108,robot 3D perception,Robot perception of unexpected objects based on human visual structure using a 3D range camera,2011,"2011 IEEE International Conference on Systems, Man, and Cybernetics",Hiroyuki Masuta,10.1109/icsmc.2011.6083673,https://doi.org/10.1109/icsmc.2011.6083673,4,,,,,,,
1109,sim to real robotics,Robotics Vector Processor Architecture for Real-Time Control,2011,Sensor-Based Robots: Algorithms and Architectures,David E. Orin,10.1007/978-3-642-75530-9_11,https://doi.org/10.1007/978-3-642-75530-9_11,4,,,,,,,
1110,robot world model,The Oxford Robot World Model,2011,Expert Systems and Robotics,Bill Triggs,10.1007/978-3-642-76465-3_16,https://doi.org/10.1007/978-3-642-76465-3_16,4,,,,,,,
1111,robot foundation model manipulation,Towards Small Robot Aided Victim Manipulation,2011,Journal of Intelligent &amp; Robotic Systems,Mark Yim,10.1007/s10846-010-9519-3,https://doi.org/10.1007/s10846-010-9519-3,4,,,,,,,
1112,robot world model,World Modeling of a Wreck by an Underwater Robot,2011,Journal of the Society of Naval Architects of Japan,Koji Aramaki,10.2534/jjasnaoe1968.1997.182_481,https://doi.org/10.2534/jjasnaoe1968.1997.182_481,4,,,,,,,
1113,robot world model,3-D World Modeling For An Autonomous Robot,2012,SPIE Proceedings,M. Goldstein,10.1117/12.968239,https://doi.org/10.1117/12.968239,4,,,,,,,
1114,robot 3D perception,3D Space Recognition of Robot by Combining Action and Visual Perception,2012,Journal of the Robotics Society of Japan,Tomohiro Nakagawa,10.7210/jrsj.23.362,https://doi.org/10.7210/jrsj.23.362,4,,,,,,,
1115,robot invariance,A Space Robot with the Center-of-Mass Invariance.,2012,Journal of the Robotics Society of Japan,Yasuyuki Watanabe,10.7210/jrsj.16.258,https://doi.org/10.7210/jrsj.16.258,4,,,,,,,
1116,robot state estimation learning,Action-Based State Space Construction for Robot Learning.,2012,Journal of the Robotics Society of Japan,Minoru Asada,10.7210/jrsj.15.886,https://doi.org/10.7210/jrsj.15.886,4,,,,,,,
1117,robot foundation model manipulation,An Extensible Language Interfacefor Robot Manipulation,2012,Lecture Notes in Computer Science,Jonathan Connell,10.1007/978-3-642-35506-6_3,https://doi.org/10.1007/978-3-642-35506-6_3,4,,,,,,,
1118,robot foundation model manipulation,An integrated robot system with a geometric environment model and manipulation skills.,2012,Journal of the Robotics Society of Japan,Tsutomu HASEGAWA,10.7210/jrsj.9.66,https://doi.org/10.7210/jrsj.9.66,4,,,,,,,
1119,embodied intelligence invariance,Anthropomorphic Muscular–Skeletal Robotic Upper Limb for Understanding Embodied Intelligence,2012,Advanced Robotics,Koh Hosoda,10.1163/156855312x625371,https://doi.org/10.1163/156855312x625371,4,,,,,,,
1120,robot state estimation learning,Bayesian state estimation of a flexible industrial robot,2012,Control Engineering Practice,Patrik Axelsson,10.1016/j.conengprac.2012.06.004,https://doi.org/10.1016/j.conengprac.2012.06.004,4,,,,,,,
1121,robot world model,Building a 3-D world model for a mobile robot from sensory data.,2012,Journal of the Robotics Society of Japan,Minoru ASADA,10.7210/jrsj.8.160,https://doi.org/10.7210/jrsj.8.160,4,,,,,,,
1122,robot dynamics learning,Flexible Robot Dynamics and Controls,2012,,Rush D. Robinett,10.1007/978-1-4615-0539-6,https://doi.org/10.1007/978-1-4615-0539-6,4,,,,,,,
1123,robot foundation model manipulation,Human Sign Recognition for Robot Manipulation,2012,Lecture Notes in Computer Science,Leonardo Saldivar-Piñon,10.1007/978-3-642-31149-9_11,https://doi.org/10.1007/978-3-642-31149-9_11,4,,,,,,,
1124,robot state estimation learning,Incremental State Space Segmentation for Behavior Learning by Real Robot.,2012,Journal of the Robotics Society of Japan,Yasutake Takahashi,10.7210/jrsj.17.118,https://doi.org/10.7210/jrsj.17.118,4,,,,,,,
1125,robot state estimation learning,Learning-based configuration estimation of a multi-segment continuum robot,2012,2012 4th IEEE RAS &amp; EMBS International Conference on Biomedical Robotics and Biomechatronics (BioRob),Austin Reiter,10.1109/biorob.2012.6290702,https://doi.org/10.1109/biorob.2012.6290702,4,,,,,,,
1126,robot dynamics learning,Multi-robot Concurrent Learning,2012,SpringerReference,,10.1007/springerreference_302645,https://doi.org/10.1007/springerreference_302645,4,,,,,,,
1127,robot dynamics learning,Multi-robot Concurrent Learning,2012,Encyclopedia of the Sciences of Learning,Zheng Liu,10.1007/978-1-4419-1428-6_9,https://doi.org/10.1007/978-1-4419-1428-6_9,4,,,,,,,
1128,robot foundation model manipulation,PbD: Visual Guidance for Robot-Arm Manipulation,2012,BIO Web of Conferences,Grigori Evreinov,10.1051/bioconf/20110100023,https://doi.org/10.1051/bioconf/20110100023,4,,,,,,,
1129,robot 3D perception,Robot Arms with 3D Vision Capabilities,2012,Advances in Robot Manipulators,Theodor Borangiu,10.5772/9668,https://doi.org/10.5772/9668,4,,,,,,,
1130,robot representation learning,Robot Learning,2012,,,10.5772/285,https://doi.org/10.5772/285,4,,,,,,,
1131,robot representation learning,Robot Learning,2012,SpringerReference,,10.1007/springerreference_179444,https://doi.org/10.1007/springerreference_179444,4,,,,,,,
1132,robot representation learning,Robot Learning,2012,Encyclopedia of the Sciences of Learning,Olivier Sigaud,10.1007/978-1-4419-1428-6_237,https://doi.org/10.1007/978-1-4419-1428-6_237,4,,,,,,,
1133,robot representation learning,Robot Learning,2012,SpringerReference,,10.1007/springerreference_302195,https://doi.org/10.1007/springerreference_302195,4,,,,,,,
1134,robot dynamics learning,Robot Learning from Feedback,2012,SpringerReference,,10.1007/springerreference_226175,https://doi.org/10.1007/springerreference_226175,4,,,,,,,
1135,robot dynamics learning,Robot Learning from Feedback,2012,Encyclopedia of the Sciences of Learning,Joost Broekens,10.1007/978-1-4419-1428-6_1766,https://doi.org/10.1007/978-1-4419-1428-6_1766,4,,,,,,,
1136,robot 3D perception,Robot Perception of Impedance.,2012,Journal of the Robotics Society of Japan,Ryo Kikuuwe,10.7210/jrsj.21.103,https://doi.org/10.7210/jrsj.21.103,4,,,,,,,
1137,robot 3D perception,Robot Perception: Object Detection with the Arduino,2012,Practical Arduino Engineering,Harold Timmis,10.1007/978-1-4302-3886-7_7,https://doi.org/10.1007/978-1-4302-3886-7_7,4,,,,,,,
1138,robot representation learning,Robot Reinforcement Learning,2012,Encyclopedia of the Sciences of Learning,,10.1007/978-1-4419-1428-6_5526,https://doi.org/10.1007/978-1-4419-1428-6_5526,4,,,,,,,
1139,robot world model,Robot Swarms in an Uncertain World: Controllable Adaptability,2012,International Journal of Advanced Robotic Systems,Olga Bogatyreva,10.5772/5788,https://doi.org/10.5772/5788,4,,,,,,,
1140,robot planning learning,Robot task planning system.,2012,Journal of the Robotics Society of Japan,Hideo MATSUKA,10.7210/jrsj.3.124,https://doi.org/10.7210/jrsj.3.124,4,,,,,,,
1141,robot 3D perception,Robot vision using 3D TOF systems,2012,Robot Vision,Stephan Hussmann,10.5772/9289,https://doi.org/10.5772/9289,4,,,,,,,
1142,robot tactile perception,Roles of tactile sensors in robot.,2012,Journal of the Robotics Society of Japan,Kensuke HASEGAWA,10.7210/jrsj.2.426,https://doi.org/10.7210/jrsj.2.426,4,,,,,,,
1143,robot 3D perception,Spatial Perception and Robot Operation,2012,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,Joshua A. Gomer,10.1177/1071181311551262,https://doi.org/10.1177/1071181311551262,4,,,,,,,
1144,robot tactile perception,Special Issue: Robot Behavior. Adaptive Behavior. Tactile Based Robot Motions and Robot Motions for Tactile Sensing.,2012,Journal of the Robotics Society of Japan,Makoto KANEKO,10.7210/jrsj.11.1171,https://doi.org/10.7210/jrsj.11.1171,4,,,,,,,
1145,robot foundation model manipulation,Stackable manipulator for mobile manipulation robot,2012,2012 IEEE International Conference on Robotics and Automation,Hoyul Lee,10.1109/icra.2012.6224793,https://doi.org/10.1109/icra.2012.6224793,4,,,,,,,
1146,robot world model,Using a virtual world for robot planning,2012,SPIE Proceedings,D. Paul Benjamin,10.1117/12.923446,https://doi.org/10.1117/12.923446,4,,,,,,,
1147,robot foundation model manipulation,A biped robot with 3T manipulation ability,2013,Industrial Robot: An International Journal,Chao Liu,10.1108/01439911311320886,https://doi.org/10.1108/01439911311320886,4,,,,,,,
1148,robot foundation model manipulation,External force estimation during compliant robot manipulation,2013,2013 IEEE International Conference on Robotics and Automation,Adria Colome,10.1109/icra.2013.6631072,https://doi.org/10.1109/icra.2013.6631072,4,,,,,,,
1149,robot dynamics learning,Learning robot dynamics with Kinematic B&amp;#x00E9;zier Maps,2013,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,Stefan Ulbrich,10.1109/iros.2012.6386057,https://doi.org/10.1109/iros.2012.6386057,4,,,,,,,
1150,robot dynamics learning,Mobile Robot Dynamics,2013,Introduction to Mobile Robot Control,Spyros G. Tzafestas,10.1016/b978-0-12-417049-0.00003-1,https://doi.org/10.1016/b978-0-12-417049-0.00003-1,4,,,,,,,
1151,robot 3D perception,Mobile Robot Guidance By Visual Perception,2013,SPIE Proceedings,V. Llario,10.1117/12.952261,https://doi.org/10.1117/12.952261,4,,,,,,,
1152,robot foundation model manipulation,Mobile manipulation of a humanoid robot,2013,2012 IEEE/SICE International Symposium on System Integration (SII),Shuhei Ogawa,10.1109/sii.2012.6427282,https://doi.org/10.1109/sii.2012.6427282,4,,,,,,,
1153,robot foundation model manipulation,Mobile manipulation through an assistive home robot,2013,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,Matei Ciocarlie,10.1109/iros.2012.6385907,https://doi.org/10.1109/iros.2012.6385907,4,,,,,,,
1154,robot foundation model manipulation,Object manipulation using robot arm-hand system,2013,2013 10th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI),Seyoung Cheon,10.1109/urai.2013.6677503,https://doi.org/10.1109/urai.2013.6677503,4,,,,,,,
1155,robot planning learning,ROBOT TREATMENT PLANNING,2013,Data Acquisition and Processing,T.D. STERLING,10.1016/b978-0-08-010446-1.50028-x,https://doi.org/10.1016/b978-0-08-010446-1.50028-x,4,,,,,,,
1156,robot planning learning,Robot Motion Planning,2013,Computational Geometry,Mark de Berg,10.1007/978-3-662-03427-9_13,https://doi.org/10.1007/978-3-662-03427-9_13,4,,,,,,,
1157,robot planning learning,Robot Motion Planning,2013,Computational Geometry,Mark de Berg,10.1007/978-3-662-04245-8_13,https://doi.org/10.1007/978-3-662-04245-8_13,4,,,,,,,
1158,robot planning learning,Robot Task Planning,2013,Basics of Robotics,Adam Morecki,10.1007/978-3-7091-2532-8_12,https://doi.org/10.1007/978-3-7091-2532-8_12,4,,,,,,,
1159,robot dynamics learning,Robot learning by a mining tunnel inspection robot,2013,2012 9th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI),Fenglu Ge,10.1109/urai.2012.6462974,https://doi.org/10.1109/urai.2012.6462974,4,,,,,,,
1160,robot foundation model manipulation,Standing self-manipulation for a legged robot,2013,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,Aaron M. Johnson,10.1109/iros.2012.6386214,https://doi.org/10.1109/iros.2012.6386214,4,,,,,,,
